Campaign name,Day,Ad Group,Ad,utm_campaign,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Result value type,Results ROAS,Website purchase ROAS (return on advertising spend),Reporting starts,Reporting ends
Rendr CRO - Original,2025-08-20,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,67,71,1.06,,,,2.26,,,,2,1.13,31.83,2.82,,,,45889,45889
Rendr CRO - Original,2025-08-21,Broad + adv no target,Max Taylor (music),rendr_original,,ad,138,150,1.09,,,,7.55,,,,8,0.94,50.33,5.33,,,,45890,45890
Rendr CRO - Original,2025-08-21,Broad + adv no target,Dani D'Silvez,rendr_original,,ad,1,1,1,,,,0.01,,,,0,0,10,0,,,,45890,45890
Rendr CRO - Original,2025-08-21,Broad + adv no target,Russel Peace Video 2,rendr_original,,ad,25,26,1.04,,,,0.68,,,,1,0.68,26.15,3.85,,,,45890,45890
Rendr CRO - Original,2025-08-21,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,44,50,1.14,,,,2.27,,,,2,1.14,45.4,4,,,,45890,45890
Rendr CRO - Original,2025-08-22,Broad + adv no target,Max Taylor (music),rendr_original,,ad,81,90,1.11,,,,4.76,,,,4,1.19,52.89,4.44,,,,45891,45891
Rendr CRO - Original,2025-08-22,Broad + adv no target,Russel Peace Video 2,rendr_original,,ad,21,27,1.29,,,,1.05,,,,3,0.35,38.89,11.11,,,,45891,45891
Rendr CRO - Original,2025-08-22,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,47,53,1.13,,,,1.89,,,,2,0.95,35.66,3.77,,,,45891,45891
Rendr CRO - Original,2025-08-23,Broad + adv no target,Max Taylor (music),rendr_original,,ad,55,63,1.15,,,,2.98,,,,4,0.75,47.3,6.35,,,,45892,45892
Rendr CRO - Original,2025-08-23,Broad + adv no target,Dani D'Silvez,rendr_original,,ad,1,1,1,,,,0.02,,,,0,0,20,0,,,,45892,45892
Rendr CRO - Original,2025-08-23,Broad + adv no target,Russel Peace Video 2,rendr_original,,ad,32,35,1.09,,,,1.85,,,,2,0.93,52.86,5.71,,,,45892,45892
Rendr CRO - Original,2025-08-23,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,93,98,1.05,,,,4.74,,,,8,0.59,48.37,8.16,,,,45892,45892
Rendr CRO - Original,2025-08-24,Broad + adv no target,Max Taylor (music),rendr_original,,ad,85,91,1.07,,,,5,,,,5,1,54.95,5.49,,,,45893,45893
Rendr CRO - Original,2025-08-24,Broad + adv no target,Russel Peace Video 2,rendr_original,,ad,20,22,1.1,,,,0.68,,,,1,0.68,30.91,4.55,,,,45893,45893
Rendr CRO - Original,2025-08-24,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,138,147,1.07,,,,8.02,,,,13,0.62,54.56,8.84,,,,45893,45893
Rendr CRO - Original,2025-08-25,Broad + adv no target,Max Taylor (music),rendr_original,,ad,83,92,1.11,,,,4.7,,,,4,1.18,51.09,4.35,,,,45894,45894
Rendr CRO - Original,2025-08-25,Broad + adv no target,Dani D'Silvez,rendr_original,,ad,2,2,1,,,,0.03,,,,0,0,15,0,,,,45894,45894
Rendr CRO - Original,2025-08-25,Broad + adv no target,Russel Peace Video 2,rendr_original,,ad,48,53,1.1,,,,1.78,,,,1,1.78,33.58,1.89,,,,45894,45894
Rendr CRO - Original,2025-08-25,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,75,85,1.13,,,,3.22,,,,3,1.07,37.88,3.53,,,,45894,45894
Rendr CRO - Original,2025-08-26,Broad + adv no target,Max Taylor (music),rendr_original,,ad,114,147,1.29,,,,6.6,,,,9,0.73,44.9,6.12,,,,45895,45895
Rendr CRO - Original,2025-08-26,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,75,78,1.04,,,,2.91,,,,4,0.73,37.31,5.13,,,,45895,45895
Rendr CRO - Original,2025-08-27,Broad + adv no target,Max Taylor (music),rendr_original,,ad,137,163,1.19,,,,8.54,,,,10,0.85,52.39,6.13,,,,45896,45896
Rendr CRO - Original,2025-08-27,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,52,61,1.17,,,,2.3,,,,1,2.3,37.7,1.64,,,,45896,45896
Rendr CRO - Original,2025-08-28,Broad + adv no target,Max Taylor (music),rendr_original,,ad,139,170,1.22,,,,8.2,,,,16,0.51,48.24,9.41,,,,45897,45897
Rendr CRO - Original,2025-08-28,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,32,34,1.06,,,,1.6,,,,3,0.53,47.06,8.82,,,,45897,45897
Rendr CRO - Original,2025-08-29,Broad + adv no target,Max Taylor (music),rendr_original,,ad,108,121,1.12,,Website purchases,1,6.89,6.89,,,5,1.38,56.94,4.13,Website purchases conversion value,5.8,5.8,45898,45898
Rendr CRO - Original,2025-08-29,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,24,26,1.08,,,,0.97,,,,1,0.97,37.31,3.85,,,,45898,45898
Rendr CRO - Original,2025-08-30,Broad + adv no target,Max Taylor (music),rendr_original,,ad,97,117,1.21,,,,6.92,,,,2,3.46,59.15,1.71,,,,45899,45899
Rendr CRO - Original,2025-08-30,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,27,32,1.19,,,,1.5,,,,2,0.75,46.88,6.25,,,,45899,45899
Rendr CRO - Original,2025-08-31,Broad + adv no target,Max Taylor (music),rendr_original,,ad,157,188,1.2,,,,11.2,,,,6,1.87,59.57,3.19,,,,45900,45900
Rendr CRO - Original,2025-08-31,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,25,30,1.2,,Website purchases,1,1.21,1.21,,,0,0,40.33,0,,,,45900,45900
Rendr CRO - Original,2025-09-01,Broad + adv no target,Max Taylor (music),rendr_original,,ad,78,98,1.26,,Website purchases,1,4.82,4.82,,,9,0.54,49.18,9.18,Website purchases conversion value,4.98,4.98,45901,45901
Rendr CRO - Original,2025-09-01,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,69,89,1.29,,,,5.34,,,,4,1.34,60,4.49,,,,45901,45901
Rendr CRO - Original,2025-09-02,Broad + adv no target,Max Taylor (music),rendr_original,,ad,130,156,1.2,,,,7.97,,,,2,3.99,51.09,1.28,,,,45902,45902
Rendr CRO - Original,2025-09-02,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,80,94,1.18,,,,3.65,,,,2,1.83,38.83,2.13,,,,45902,45902
Rendr CRO - Original,2025-09-03,Broad + adv no target,Max Taylor (music),rendr_original,,ad,114,137,1.2,,,,5.79,,,,4,1.45,42.26,2.92,,,,45903,45903
Rendr CRO - Original,2025-09-03,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,38,47,1.24,,,,2.89,,,,2,1.45,61.49,4.26,,,,45903,45903
Rendr CRO - Original,2025-09-04,Broad + adv no target,Max Taylor (music),rendr_original,,ad,92,110,1.2,,,,4.73,,,,3,1.58,43,2.73,,,,45904,45904
Rendr CRO - Original,2025-09-04,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,62,69,1.11,,,,3.6,,,,3,1.2,52.17,4.35,,,,45904,45904
Rendr CRO - Original,2025-09-05,Broad + adv no target,Max Taylor (music),rendr_original,,ad,82,110,1.34,,,,5.66,,,,7,0.81,51.45,6.36,,,,45905,45905
Rendr CRO - Original,2025-09-05,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,74,87,1.18,,,,3.68,,,,3,1.23,42.3,3.45,,,,45905,45905
Rendr CRO - Original,2025-09-06,Broad + adv no target,Max Taylor (music),rendr_original,,ad,95,119,1.25,,,,4.82,,,,2,2.41,40.5,1.68,,,,45906,45906
Rendr CRO - Original,2025-09-06,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,129,137,1.06,,,,4.3,,,,5,0.86,31.39,3.65,,,,45906,45906
Rendr CRO - Original,2025-09-07,Broad + adv no target,Max Taylor (music),rendr_original,,ad,138,156,1.13,,,,7.43,,,,11,0.68,47.63,7.05,,,,45907,45907
Rendr CRO - Original,2025-09-07,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,108,117,1.08,,,,6.4,,,,5,1.28,54.7,4.27,,,,45907,45907
Rendr CRO - Original,2025-09-08,Broad + adv no target,Max Taylor (music),rendr_original,,ad,128,158,1.23,,,,7.52,,,,8,0.94,47.59,5.06,,,,45908,45908
Rendr CRO - Original,2025-09-08,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,40,41,1.02,,,,2.2,,,,2,1.1,53.66,4.88,,,,45908,45908
Rendr CRO - Original,2025-09-09,Broad + adv no target,Max Taylor (music),rendr_original,,ad,107,131,1.22,,,,6.73,,,,5,1.35,51.37,3.82,,,,45909,45909
Rendr CRO - Original,2025-09-09,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,45,57,1.27,,,,3.13,,,,3,1.04,54.91,5.26,,,,45909,45909
Rendr CRO - Original,2025-09-10,Broad + adv no target,Max Taylor (music),rendr_original,,ad,112,137,1.22,,Website purchases,1,6.15,6.15,,,3,2.05,44.89,2.19,Website purchases conversion value,3.9,3.9,45910,45910
Rendr CRO - Original,2025-09-10,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,78,82,1.05,,,,2.78,,,,2,1.39,33.9,2.44,,,,45910,45910
Rendr CRO - Original,2025-09-11,Broad + adv no target,Max Taylor (music),rendr_original,,ad,149,195,1.31,,,,7.43,,,,10,0.74,38.1,5.13,,,,45911,45911
Rendr CRO - Original,2025-09-11,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,64,71,1.11,,,,2.38,,,,4,0.6,33.52,5.63,,,,45911,45911
Rendr CRO - Original,2025-09-12,Broad + adv no target,Max Taylor (music),rendr_original,,ad,81,105,1.3,,Website purchases,2,6.06,3.03,,,9,0.67,57.71,8.57,Website purchases conversion value,7.91,7.91,45912,45912
Rendr CRO - Original,2025-09-12,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,87,91,1.05,,,,4.55,,,,6,0.76,50,6.59,,,,45912,45912
Rendr CRO - Original,2025-09-13,Broad + adv no target,Max Taylor (music),rendr_original,,ad,102,130,1.27,,,,5.12,,,,5,1.02,39.38,3.85,,,,45913,45913
Rendr CRO - Original,2025-09-13,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,46,48,1.04,,,,1.6,,,,2,0.8,33.33,4.17,,,,45913,45913
Rendr CRO - Original,2025-09-14,Broad + adv no target,Max Taylor (music),rendr_original,,ad,204,268,1.31,,,,13.13,,,,12,1.09,48.99,4.48,,,,45914,45914
Rendr CRO - Original,2025-09-15,Broad + adv no target,Max Taylor (music),rendr_original,,ad,152,183,1.2,,,,7.5,,,,7,1.07,40.98,3.83,,,,45915,45915
Rendr CRO - Original,2025-09-15,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,58,72,1.24,,,,2.37,,,,3,0.79,32.92,4.17,,,,45915,45915
Rendr CRO - Original,2025-09-16,Broad + adv no target,Max Taylor (music),rendr_original,,ad,128,146,1.14,,,,6.31,,,,5,1.26,43.22,3.42,,,,45916,45916
Rendr CRO - Original,2025-09-16,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,90,101,1.12,,,,3.83,,,,7,0.55,37.92,6.93,,,,45916,45916
Rendr CRO - Original,2025-09-17,Broad + adv no target,Max Taylor (music),rendr_original,,ad,129,147,1.14,,,,7.29,,,,6,1.22,49.59,4.08,,,,45917,45917
Rendr CRO - Original,2025-09-17,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,56,60,1.07,,,,2.76,,,,1,2.76,46,1.67,,,,45917,45917
Rendr CRO - Original,2025-09-18,Broad + adv no target,Max Taylor (music),rendr_original,,ad,132,164,1.24,,,,8.53,,,,8,1.07,52.01,4.88,,,,45918,45918
Rendr CRO - Original,2025-09-18,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,34,34,1,,,,1.56,,,,2,0.78,45.88,5.88,,,,45918,45918
Rendr CRO - Original,2025-09-19,Broad + adv no target,Max Taylor (music),rendr_original,,ad,159,191,1.2,,,,6.08,,,,8,0.76,31.83,4.19,,,,45919,45919
Rendr CRO - Original,2025-09-19,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,30,31,1.03,,,,1.91,,,,0,0,61.61,0,,,,45919,45919
Rendr CRO - Original,2025-09-20,Broad + adv no target,Max Taylor (music),rendr_original,,ad,209,245,1.17,,,,8.35,,,,11,0.76,34.08,4.49,,,,45920,45920
Rendr CRO - Original,2025-09-20,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,1,1,1,,,,0.01,,,,0,0,10,0,,,,45920,45920
Rendr CRO - Original,2025-09-21,Broad + adv no target,Max Taylor (music),rendr_original,,ad,267,342,1.28,,,,12.66,,,,23,0.55,37.02,6.73,,,,45921,45921
Rendr CRO - Original,2025-09-22,Broad + adv no target,Max Taylor (music),rendr_original,,ad,228,280,1.23,,,,8.93,,,,12,0.74,31.89,4.29,,,,45922,45922
Rendr CRO - Original,2025-09-22,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,16,17,1.06,,,,0.69,,,,1,0.69,40.59,5.88,,,,45922,45922
Rendr CRO - Original,2025-09-23,Broad + adv no target,Max Taylor (music),rendr_original,,ad,138,169,1.22,,,,7.23,,,,9,0.8,42.78,5.33,,,,45923,45923
Rendr CRO - Original,2025-09-23,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,89,96,1.08,,,,3.78,,,,3,1.26,39.38,3.13,,,,45923,45923
Rendr CRO - Original,2025-09-24,Broad + adv no target,Max Taylor (music),rendr_original,,ad,117,145,1.24,,,,6.92,,,,8,0.87,47.72,5.52,,,,45924,45924
Rendr CRO - Original,2025-09-24,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,70,83,1.19,,,,2.77,,,,2,1.39,33.37,2.41,,,,45924,45924
Rendr CRO - Original,2025-09-25,Broad + adv no target,Max Taylor (music),rendr_original,,ad,166,220,1.33,,,,7.91,,,,7,1.13,35.95,3.18,,,,45925,45925
Rendr CRO - Original,2025-09-25,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,29,31,1.07,,,,1.31,,,,0,0,42.26,0,,,,45925,45925
Rendr CRO - Original,2025-09-26,Broad + adv no target,Max Taylor (music),rendr_original,,ad,203,247,1.22,,Website purchases,1,8.55,8.55,,,9,0.95,34.62,3.64,Website purchases conversion value,2.8,2.8,45926,45926
Rendr CRO - Original,2025-09-26,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,3,3,1,,,,0.11,,,,0,0,36.67,0,,,,45926,45926
Rendr CRO - Original,2025-09-27,Broad + adv no target,Max Taylor (music),rendr_original,,ad,116,142,1.22,,,,7.54,,,,8,0.94,53.1,5.63,,,,45927,45927
Rendr CRO - Original,2025-09-27,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,32,36,1.13,,,,1.02,,,,0,0,28.33,0,,,,45927,45927
Rendr CRO - Original,2025-09-28,Broad + adv no target,Max Taylor (music),rendr_original,,ad,215,259,1.2,,Website purchases,1,13.27,13.27,,,13,1.02,51.24,5.02,Website purchases conversion value,1.81,1.81,45928,45928
Rendr CRO - Original,2025-09-29,Broad + adv no target,Max Taylor (music),rendr_original,,ad,145,176,1.21,,,,7.17,,,,7,1.02,40.74,3.98,,,,45929,45929
Rendr CRO - Original,2025-09-29,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,44,47,1.07,,,,2.74,,,,2,1.37,58.3,4.26,,,,45929,45929
Rendr CRO - Original,2025-09-30,Broad + adv no target,Max Taylor (music),rendr_original,,ad,101,122,1.21,,,,8.36,,,,9,0.93,68.52,7.38,,,,45930,45930
Rendr CRO - Original,2025-09-30,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,49,54,1.1,,,,2.25,,,,4,0.56,41.67,7.41,,,,45930,45930
Rendr CRO - Original,2025-10-01,Broad + adv no target,Max Taylor (music),rendr_original,,ad,141,167,1.18,,,,5.68,,,,4,1.42,34.01,2.4,,,,45931,45931
Rendr CRO - Original,2025-10-01,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,68,75,1.1,,,,2.97,,,,2,1.49,39.6,2.67,,,,45931,45931
Rendr CRO - Original,2025-10-02,Broad + adv no target,Max Taylor (music),rendr_original,,ad,85,91,1.07,,Website purchases,1,4.58,4.58,,,3,1.53,50.33,3.3,Website purchases conversion value,8.73,8.73,45932,45932
Rendr CRO - Original,2025-10-02,Broad + adv no target,Russell Peace Video 1,rendr_original,,ad,25,29,1.16,,,,1.47,,,,1,1.47,50.69,3.45,,,,45932,45932
Rendr CRO - Original,2025-10-02,Broad + adv no target,Max Taylor (music),rendr_original,,ad,121,131,1.08,,,,4.69,,,,5,0.94,35.8,3.82,,,,45932,45932
Rendr CRO - PooGood Landing Page,2025-10-02,Broad + adv no target,Max Taylor (music) – PooGood,,,ad,135,139,1.03,,,,6.59,,,,2,3.3,47.41,1.44,,,,45932,45932
Rendr CRO - Original,2025-10-03,Broad + adv no target,Max Taylor (music),rendr_original,,ad,156,182,1.17,,,,9.3,,,,4,2.33,51.1,2.2,,,,45933,45933
Rendr CRO - PooGood Landing Page,2025-10-03,Broad + adv no target,Max Taylor (music) – PooGood,,,ad,109,122,1.12,,,,7.16,,,,3,2.39,58.69,2.46,,,,45933,45933
Rendr CRO - Original,2025-10-04,Broad + adv no target,Max Taylor (music),rendr_original,,ad,96,101,1.05,,,,5.49,,,,1,5.49,54.36,0.99,,,,45934,45934
Rendr CRO - Original,2025-10-04,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,231,248,1.07,,,,9.98,,,,10,1,40.24,4.03,,,,45934,45934
Rendr CRO - Original,2025-10-05,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,294,333,1.13,,,,20.36,,,,14,1.45,61.14,4.2,,,,45935,45935
Rendr CRO - Original,2025-10-06,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,415,475,1.14,,,,23.88,,,,22,1.09,50.27,4.63,,,,45936,45936
Rendr CRO - Original,2025-10-07,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,303,343,1.13,,,,19.77,,,,9,2.2,57.64,2.62,,,,45937,45937
Rendr CRO - Original,2025-10-08,Broad + adv no target,Max Taylor (music),rendr_original,,ad,3,3,1,,,,0.13,,,,0,0,43.33,0,,,,45938,45938
Rendr CRO - Original,2025-10-08,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,244,266,1.09,,,,20.09,,,,9,2.23,75.53,3.38,,,,45938,45938
Rendr CRO - Original,2025-10-09,Broad + adv no target,Max Taylor (music),rendr_original,,ad,145,163,1.12,,,,10.3,,,,6,1.72,63.19,3.68,,,,45939,45939
Rendr CRO - Original,2025-10-09,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,145,161,1.11,,,,9.16,,,,6,1.53,56.89,3.73,,,,45939,45939
Rendr CRO - Original,2025-10-10,Broad + adv no target,Max Taylor (music),rendr_original,,ad,250,268,1.07,,,,16.5,,,,8,2.06,61.57,2.99,,,,45940,45940
Rendr CRO - Original,2025-10-10,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,31,32,1.03,,,,2.43,,,,2,1.22,75.94,6.25,,,,45940,45940
Rendr CRO - Original,2025-10-11,Broad + adv no target,Max Taylor (music),rendr_original,,ad,294,316,1.07,,,,16.82,,,,11,1.53,53.23,3.48,,,,45941,45941
Rendr CRO - Original,2025-10-12,Broad + adv no target,Max Taylor (music),rendr_original,,ad,63,66,1.05,,,,2.48,,,,2,1.24,37.58,3.03,,,,45942,45942
Rendr CRO - Original,2025-10-12,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,338,370,1.09,,,,20.3,,,,17,1.19,54.86,4.59,,,,45942,45942
Rendr CRO - Original,2025-10-13,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,251,295,1.18,,,,19.7,,,,10,1.97,66.78,3.39,,,,45943,45943
Rendr CRO - Original,2025-10-14,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,323,382,1.18,,,,23.16,,,,14,1.65,60.63,3.66,,,,45944,45944
Rendr CRO - Original,2025-10-15,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,228,286,1.25,,,,13.22,,,,11,1.2,46.22,3.85,,,,45945,45945
Rendr CRO - Original,2025-10-16,Broad + adv no target,Max Taylor (music),rendr_original,,ad,6,7,1.17,,,,0.2,,,,0,0,28.57,0,,,,45946,45946
Rendr CRO - Original,2025-10-16,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,170,188,1.11,,,,12.24,,,,11,1.11,65.11,5.85,,,,45946,45946
Rendr CRO - Original,2025-10-17,Broad + adv no target,Max Taylor (music),rendr_original,,ad,159,175,1.1,,,,7.21,,,,6,1.2,41.2,3.43,,,,45947,45947
Rendr CRO - Original,2025-10-17,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,35,35,1,,,,2.14,,,,1,2.14,61.14,2.86,,,,45947,45947
Rendr CRO - Original,2025-10-18,Broad + adv no target,Max Taylor (music),rendr_original,,ad,84,94,1.12,,,,5.76,,,,7,0.82,61.28,7.45,,,,45948,45948
Rendr CRO - Original,2025-10-19,Broad + adv no target,Max Taylor (music),rendr_original,,ad,166,205,1.23,,,,12.98,,,,11,1.18,63.32,5.37,,,,45949,45949
Rendr CRO - Original,2025-10-20,Broad + adv no target,Max Taylor (music),rendr_original,,ad,130,153,1.18,,Website purchases,1,8.08,8.08,,,14,0.58,52.81,9.15,Website purchases conversion value,2.72,2.72,45950,45950
Rendr CRO - Original,2025-10-20,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,71,77,1.08,,,,3.23,,,,5,0.65,41.95,6.49,,,,45950,45950
Rendr CRO - Original,2025-10-21,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,167,205,1.23,,,,10.81,,,,9,1.2,52.73,4.39,,,,45951,45951
Rendr CRO - Original,2025-10-22,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,174,203,1.17,,,,10.53,,,,10,1.05,51.87,4.93,,,,45952,45952
Rendr CRO - Original,2025-10-23,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,141,167,1.18,,,,8.06,,,,13,0.62,48.26,7.78,,,,45953,45953
Rendr CRO - Original,2025-10-24,Broad + adv no target,Max Taylor (music),rendr_original,,ad,12,13,1.08,,,,0.6,,,,1,0.6,46.15,7.69,,,,45954,45954
Rendr CRO - Original,2025-10-24,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,93,103,1.11,,,,7.79,,,,5,1.56,75.63,4.85,,,,45954,45954
Rendr CRO - Original,2025-10-25,Broad + adv no target,Max Taylor (music),rendr_original,,ad,21,21,1,,,,0.64,,,,1,0.64,30.48,4.76,,,,45955,45955
Rendr CRO - Original,2025-10-25,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,88,103,1.17,,Website purchases,1,6.64,6.64,,,4,1.66,64.47,3.88,Website purchases conversion value,2.56,2.56,45955,45955
Rendr CRO - Original,2025-10-27,Broad + adv no target,Max Taylor (music),rendr_original,,ad,154,172,1.12,,,,12.09,,,,4,3.02,70.29,2.33,,,,45957,45957
Rendr CRO - Original,2025-10-28,Broad + adv no target,Max Taylor (music),rendr_original,,ad,153,173,1.13,,,,9.01,,,,11,0.82,52.08,6.36,,,,45958,45958
Rendr CRO - Original,2025-10-29,Broad + adv no target,Max Taylor (music),rendr_original,,ad,95,109,1.15,,Website purchases,1,7.87,7.87,,,3,2.62,72.2,2.75,Website purchases conversion value,2.37,2.37,45959,45959
Rendr CRO - Original,2025-10-30,Broad + adv no target,Max Taylor (music),rendr_original,,ad,166,195,1.17,,,,9.49,,,,9,1.05,48.67,4.62,,,,45960,45960
Rendr CRO - Original,2025-10-30,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,10,12,1.2,,,,0.6,,,,1,0.6,50,8.33,,,,45960,45960
Rendr CRO - Original,2025-10-31,Broad + adv no target,Max Taylor (music),rendr_original,,ad,8,9,1.13,,,,0.43,,,,0,0,47.78,0,,,,45961,45961
Rendr CRO - Original,2025-10-31,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,114,129,1.13,,,,7.74,,,,5,1.55,60,3.88,,,,45961,45961
Rendr CRO - Original,2025-11-01,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,144,159,1.1,,,,7.42,,,,7,1.06,46.67,4.4,,,,45962,45962
Rendr CRO - Original,2025-11-02,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,201,229,1.14,,,,14.41,,,,17,0.85,62.93,7.42,,,,45963,45963
Rendr CRO - Original,2025-11-03,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,138,169,1.22,,,,10.91,,,,8,1.36,64.56,4.73,,,,45964,45964
Rendr CRO - Original,2025-11-04,Broad + adv no target,Max Taylor (music),rendr_original,,ad,106,113,1.07,,,,4.94,,,,1,4.94,43.72,0.88,,,,45965,45965
Rendr CRO - Original,2025-11-04,Broad + adv no target,Max Taylor (music) – PooGood,rendr_original,,ad,46,51,1.11,,,,5.03,,,,4,1.26,98.63,7.84,,,,45965,45965
Rendr CRO - Original,2025-11-05,Broad + adv no target,Max Taylor (music),rendr_original,,ad,121,150,1.24,,,,8.93,,,,11,0.81,59.53,7.33,,,,45966,45966
Rendr CRO - Original,2025-11-06,Broad + adv no target,Max Taylor (music),rendr_original,,ad,140,160,1.14,,,,9.03,,,,8,1.13,56.44,5,,,,45967,45967
Rendr CRO - Original,2025-11-07,Broad + adv no target,Max Taylor (music),rendr_original,,ad,129,140,1.09,,,,9.51,,,,8,1.19,67.93,5.71,,,,45968,45968
Rendr CRO - Original,2025-11-08,Broad + adv no target,Max Taylor (music),rendr_original,,ad,109,115,1.06,,,,6.64,,,,8,0.83,57.74,6.96,,,,45969,45969
Rendr CRO - Original,2025-11-09,Broad + adv no target,Max Taylor (music),rendr_original,,ad,202,239,1.18,,,,11.57,,,,6,1.93,48.41,2.51,,,,45970,45970
Rendr CRO - Original,2025-11-10,Broad + adv no target,Max Taylor (music),rendr_original,,ad,156,192,1.23,,,,13.71,,,,23,0.6,71.41,11.98,,,,45971,45971
50% Off Nov '25 (Catalogue Carousel),2025-11-10,"Ethical Consumerism Audience, UK","Basic Ad, 24 roll static image",,,ad,174,203,1.17,,,,6.07,,,,4,1.52,29.9,1.97,,,,45971,45971
Rendr CRO - Original,2025-11-11,Broad + adv no target,Max Taylor (music),rendr_original,,ad,147,189,1.29,,,,9.77,,,,5,1.95,51.69,2.65,,,,45972,45972
50% Off Nov '25 (Catalogue Carousel),2025-11-11,"Ethical Consumerism Audience, UK","Basic Ad, 24 roll static image",,,ad,236,288,1.22,,,,12.93,,,,6,2.15,44.9,2.08,,,,45972,45972
Instagram post: 🌍 The planet called — it wants...,2025-11-11,Instagram post: 🌍 The planet called — it wants...,Instagram post: 🌍 The planet called — it wants...,,,ad,275,287,1.04,,,,1.47,,,,10,0.15,5.12,3.48,,,,45972,45972
50% Off Nov '25 (Manual Carousel),2025-11-11,"Manual Carousel, Lookalike Audience","Basic Carousel, 24 & 48",,,ad,600,615,1.02,,,,9.49,,,,7,1.36,15.43,1.14,,,,45972,45972
